,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_status
38797,2017-06-04,Lesotho,Mauritania,1,0,Friendly,Pretoria,South Africa,True,2
38798,2017-06-04,Luxembourg,Albania,2,1,Friendly,Luxembourg,Luxembourg,False,2
38801,2017-06-04,Togo,Comoros,2,0,Friendly,Marseille,France,True,2
38803,2017-06-05,Belgium,Czech Republic,2,1,Friendly,Brussels,Belgium,False,2
38805,2017-06-05,Egypt,Libya,1,0,Friendly,New Cairo,Egypt,False,2
38806,2017-06-05,Hungary,Russia,0,3,Friendly,Budapest,Hungary,False,2
38808,2017-06-05,Senegal,Uganda,0,0,Friendly,Dakar,Senegal,False,2
38812,2017-06-06,Afghanistan,Maldives,2,1,Friendly,Dubai,United Arab Emirates,True,2
38813,2017-06-06,Algeria,Guinea,2,1,Friendly,Blida,Algeria,False,2
38814,2017-06-06,Bahrain,Palestine,0,2,Friendly,Riffa,Bahrain,False,2
38815,2017-06-06,Denmark,Germany,1,1,Friendly,Brøndby,Denmark,False,2
38816,2017-06-06,India,Nepal,2,0,Friendly,Bombay,India,False,2
38817,2017-06-06,Israel,Moldova,1,1,Friendly,Netanya,Israel,False,2
38818,2017-06-06,Malta,Ukraine,1,0,Friendly,Graz,Austria,True,2
38820,2017-06-06,Uzbekistan,Thailand,2,0,Friendly,Tashkent,Uzbekistan,False,2
38825,2017-06-07,Bolivia,Nicaragua,3,2,Friendly,Yacuiba,Bolivia,False,2
38826,2017-06-07,China PR,Philippines,8,1,Friendly,Guangzhou,China PR,False,2
38827,2017-06-07,Fiji,New Caledonia,2,2,FIFA World Cup qualification,Lautoka,Fiji,False,2
38828,2017-06-07,Finland,Liechtenstein,1,1,Friendly,Turku,Finland,False,2
38830,2017-06-07,Hong Kong,Jordan,0,0,Friendly,Kowloon,Hong Kong,False,2
38832,2017-06-07,Italy,Uruguay,3,0,Friendly,Nice,France,True,2
38833,2017-06-07,Japan,Syria,1,1,Friendly,Chōfu,Japan,False,2
38834,2017-06-07,Spain,Colombia,2,2,Friendly,Murcia,Spain,False,2
38835,2017-06-07,United Arab Emirates,Laos,4,0,Friendly,Shah Alam,Malaysia,True,2
38840,2017-06-08,Australia,Saudi Arabia,3,2,FIFA World Cup qualification,Adelaide,Australia,False,2
38841,2017-06-08,Cambodia,Indonesia,0,2,Friendly,Phnom Penh,Cambodia,False,2
38842,2017-06-08,Costa Rica,Panama,0,0,FIFA World Cup qualification,San José,Costa Rica,False,2
38843,2017-06-08,Ecuador,Venezuela,1,1,Friendly,Boca Raton,United States,True,2
38844,2017-06-08,Mexico,Honduras,3,0,FIFA World Cup qualification,Mexico City,Mexico,False,2
38845,2017-06-08,Peru,Paraguay,1,0,Friendly,Trujillo,Peru,False,2
38847,2017-06-09,Andorra,Hungary,1,0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,2
38848,2017-06-09,Argentina,Brazil,1,0,Friendly,Melbourne,Australia,True,2
38849,2017-06-09,Belarus,Bulgaria,2,1,FIFA World Cup qualification,Barysaw,Belarus,False,2
38850,2017-06-09,Bosnia and Herzegovina,Greece,0,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,2
38851,2017-06-09,Estonia,Belgium,0,2,FIFA World Cup qualification,Tallinn,Estonia,False,2
38852,2017-06-09,Faroe Islands,Switzerland,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,2
38853,2017-06-09,Gibraltar,Cyprus,1,2,FIFA World Cup qualification,Faro,Portugal,True,2
38854,2017-06-09,Latvia,Portugal,0,3,FIFA World Cup qualification,Riga,Latvia,False,2
38855,2017-06-09,Libya,Seychelles,5,1,African Cup of Nations qualification,New Cairo,Egypt,True,2
38856,2017-06-09,Netherlands,Luxembourg,5,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,2
38857,2017-06-09,Russia,Chile,1,1,Friendly,Moscow,Russia,False,2
38858,2017-06-09,Solomon Islands,Papua New Guinea,3,2,FIFA World Cup qualification,Honiara,Solomon Islands,False,2
38859,2017-06-09,Sudan,Madagascar,1,3,African Cup of Nations qualification,al-Ubayyid,Sudan,False,2
38860,2017-06-09,Sweden,France,2,1,FIFA World Cup qualification,Solna,Sweden,False,2
38865,2017-06-10,Azerbaijan,Northern Ireland,0,1,FIFA World Cup qualification,Baku,Azerbaijan,False,2
38866,2017-06-10,Burkina Faso,Angola,3,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,2
38867,2017-06-10,Burundi,South Sudan,3,0,African Cup of Nations qualification,Bujumbura,Burundi,False,2
38868,2017-06-10,Cameroon,Morocco,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,2
38870,2017-06-10,Germany,San Marino,7,0,FIFA World Cup qualification,Nuremberg,Germany,False,2
38871,2017-06-10,Grenada,Bermuda,1,2,Friendly,St. George's,Grenada,False,2
38872,2017-06-10,Guinea-Bissau,Namibia,1,0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,2
38874,2017-06-10,Kazakhstan,Denmark,1,3,FIFA World Cup qualification,Almaty,Kazakhstan,False,2
38875,2017-06-10,Lithuania,Slovakia,1,2,FIFA World Cup qualification,Vilnius,Lithuania,False,2
38876,2017-06-10,Malawi,Comoros,1,0,African Cup of Nations qualification,Lilongwe,Malawi,False,2
38877,2017-06-10,Mali,Gabon,2,1,African Cup of Nations qualification,Bamako,Mali,False,2
38878,2017-06-10,Montenegro,Armenia,4,1,FIFA World Cup qualification,Podgorica,Montenegro,False,2
38880,2017-06-10,Nigeria,South Africa,0,2,African Cup of Nations qualification,Uyo,Nigeria,False,2
38881,2017-06-10,Norway,Czech Republic,1,1,FIFA World Cup qualification,Oslo,Norway,False,2
38882,2017-06-10,Poland,Romania,3,1,FIFA World Cup qualification,Warsaw,Poland,False,2
38883,2017-06-10,Scotland,England,2,2,FIFA World Cup qualification,Glasgow,Scotland,False,2
38884,2017-06-10,Senegal,Equatorial Guinea,3,0,African Cup of Nations qualification,Dakar,Senegal,False,2
38885,2017-06-10,Sierra Leone,Kenya,2,1,African Cup of Nations qualification,Freetown,Sierra Leone,False,2
38886,2017-06-10,Singapore,Chinese Taipei,1,2,AFC Asian Cup qualification,Kallang,Singapore,False,2
38887,2017-06-10,Slovenia,Malta,2,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,2
38888,2017-06-10,Tanzania,Lesotho,1,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,2
38889,2017-06-10,Zambia,Mozambique,0,1,African Cup of Nations qualification,Ndola,Zambia,False,2
38892,2017-06-11,Algeria,Togo,1,0,African Cup of Nations qualification,Blida,Algeria,False,2
38893,2017-06-11,Benin,Gambia,1,0,African Cup of Nations qualification,Cotonou,Benin,False,2
38895,2017-06-11,Central African Republic,Rwanda,2,1,African Cup of Nations qualification,Bangui,Central African Republic,False,2
38896,2017-06-11,Finland,Ukraine,1,2,FIFA World Cup qualification,Tampere,Finland,False,2
38897,2017-06-11,Ghana,Ethiopia,5,0,African Cup of Nations qualification,Kumasi,Ghana,False,2
38898,2017-06-11,Iceland,Croatia,1,0,FIFA World Cup qualification,Reykjavík,Iceland,False,2
38899,2017-06-11,Republic of Ireland,Austria,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2
38900,2017-06-11,Israel,Albania,0,3,FIFA World Cup qualification,Haifa,Israel,False,2
38901,2017-06-11,Italy,Liechtenstein,5,0,FIFA World Cup qualification,Udine,Italy,False,2
38902,2017-06-11,Kosovo,Turkey,1,4,FIFA World Cup qualification,Shkodër,Albania,True,2
38905,2017-06-11,Moldova,Georgia,2,2,FIFA World Cup qualification,Chișinău,Moldova,False,2
38906,2017-06-11,New Caledonia,Fiji,2,1,FIFA World Cup qualification,Nouméa,New Caledonia,False,2
38907,2017-06-11,Serbia,Wales,1,1,FIFA World Cup qualification,Belgrade,Serbia,False,2
38908,2017-06-11,Zimbabwe,Liberia,3,0,African Cup of Nations qualification,Harare,Zimbabwe,False,2
38909,2017-06-12,Belarus,New Zealand,1,0,Friendly,Minsk,Belarus,False,2
38911,2017-06-12,Latvia,Estonia,1,2,Friendly,Riga,Latvia,False,2
38912,2017-06-13,Australia,Brazil,0,4,Friendly,Melbourne,Australia,False,2
38913,2017-06-13,Bhutan,Maldives,0,2,AFC Asian Cup qualification,Thimphu,Bhutan,False,2
38914,2017-06-13,Cambodia,Afghanistan,1,0,AFC Asian Cup qualification,Phnom Penh,Cambodia,False,2
38915,2017-06-13,Cameroon,Colombia,0,4,Friendly,Getafe,Spain,True,2
38916,2017-06-13,Canada,Curaçao,2,1,Friendly,Montréal,Canada,False,2
38917,2017-06-13,Costa Rica,Trinidad and Tobago,2,1,FIFA World Cup qualification,San José,Costa Rica,False,2
38918,2017-06-13,El Salvador,Ecuador,0,3,Friendly,Harrison,United States,True,2
38919,2017-06-13,France,England,3,2,Friendly,Saint-Denis,France,False,2
38922,2017-06-13,Indonesia,Puerto Rico,0,0,Friendly,Sleman,Indonesia,False,2
38923,2017-06-13,Iraq,Japan,1,1,FIFA World Cup qualification,Teheran,Iran,True,2
38925,2017-06-13,Malaysia,Lebanon,1,2,AFC Asian Cup qualification,Johor Bahru,Malaysia,False,2
38926,2017-06-13,Nepal,Yemen,0,0,AFC Asian Cup qualification,Kathmandu,Nepal,False,2
38927,2017-06-13,Norway,Sweden,1,1,Friendly,Oslo,Norway,False,2
38928,2017-06-13,Palestine,Oman,2,1,AFC Asian Cup qualification,al-Ram,Palestine,False,2
38929,2017-06-13,Panama,Honduras,2,2,FIFA World Cup qualification,Panama City,Panama,False,2
38930,2017-06-13,Papua New Guinea,Solomon Islands,1,2,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False,2
38932,2017-06-13,Romania,Chile,3,2,Friendly,Cluj,Romania,False,2
38933,2017-06-13,Singapore,Argentina,0,6,Friendly,Kallang,Singapore,False,2
38934,2017-06-13,South Africa,Zambia,1,2,Friendly,Moruleng,South Africa,False,2
38935,2017-06-13,Syria,China PR,2,2,FIFA World Cup qualification,Paya Rumput,Malaysia,True,2
38936,2017-06-13,Tajikistan,Philippines,3,4,AFC Asian Cup qualification,Dushanbe,Tajikistan,False,2
38937,2017-06-13,Thailand,United Arab Emirates,1,1,FIFA World Cup qualification,Bangkok,Thailand,False,2
38938,2017-06-13,Turkmenistan,Bahrain,1,2,AFC Asian Cup qualification,Daşoguz,Turkmenistan,False,2
38939,2017-06-13,Vietnam,Jordan,0,0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False,2
38940,2017-06-17,Curaçao,Nicaragua,0,0,Friendly,Willemstad,Curaçao,False,2
38942,2017-06-17,Russia,New Zealand,2,0,Confederations Cup,St. Petersburg,Russia,False,2
38943,2017-06-18,Cameroon,Chile,0,2,Confederations Cup,Moscow,Russia,True,2
38944,2017-06-18,Portugal,Mexico,2,2,Confederations Cup,Kazan,Russia,True,2
38945,2017-06-19,Australia,Germany,2,3,Confederations Cup,Sochi,Russia,True,2
38946,2017-06-21,Mexico,New Zealand,2,1,Confederations Cup,Sochi,Russia,True,2
38947,2017-06-21,Russia,Portugal,0,1,Confederations Cup,Moscow,Russia,False,2
38948,2017-06-22,Cameroon,Australia,1,1,Confederations Cup,St. Petersburg,Russia,True,2
38949,2017-06-22,Germany,Chile,1,1,Confederations Cup,Kazan,Russia,True,2
38952,2017-06-24,New Zealand,Portugal,0,4,Confederations Cup,St. Petersburg,Russia,True,2
38953,2017-06-24,Russia,Mexico,1,2,Confederations Cup,Kazan,Russia,False,2
38954,2017-06-25,Chile,Australia,1,1,Confederations Cup,Moscow,Russia,True,2
38955,2017-06-25,Germany,Cameroon,3,1,Confederations Cup,Sochi,Russia,True,2
38956,2017-06-25,Jamaica,Curaçao,1,2,CFU Caribbean Cup,Fort-de-France,Martinique,True,2
38958,2017-06-25,Mauritius,Angola,0,1,COSAFA Cup,Moruleng,South Africa,True,2
38959,2017-06-25,Tanzania,Malawi,2,0,COSAFA Cup,Moruleng,South Africa,True,2
38968,2017-06-26,Madagascar,Seychelles,2,0,COSAFA Cup,Moruleng,South Africa,True,2
38969,2017-06-26,Mozambique,Zimbabwe,0,4,COSAFA Cup,Moruleng,South Africa,True,2
38978,2017-06-27,Angola,Tanzania,0,0,COSAFA Cup,Rustenburg,South Africa,True,2
38979,2017-06-27,Malawi,Mauritius,0,0,COSAFA Cup,Rustenburg,South Africa,True,2
38988,2017-06-28,Portugal,Chile,0,0,Confederations Cup,Kazan,Russia,True,2
38989,2017-06-28,Seychelles,Mozambique,1,2,COSAFA Cup,Rustenburg,South Africa,True,2
38991,2017-06-28,Zimbabwe,Madagascar,0,0,COSAFA Cup,Rustenburg,South Africa,True,2
38992,2017-06-29,Germany,Mexico,4,1,Confederations Cup,Sochi,Russia,True,2
38993,2017-06-29,Malawi,Angola,0,0,COSAFA Cup,Rustenburg,South Africa,True,2
38994,2017-06-29,Tanzania,Mauritius,1,1,COSAFA Cup,Moruleng,South Africa,True,2
39003,2017-06-30,Dominica,Barbados,2,1,Windward Islands Tournament,Sauteurs,Grenada,True,2
39004,2017-06-30,Mozambique,Madagascar,1,4,COSAFA Cup,Moruleng,South Africa,True,2
39005,2017-06-30,Zimbabwe,Seychelles,6,0,COSAFA Cup,Rustenburg,South Africa,True,2
39008,2017-07-01,Botswana,Zambia,1,2,COSAFA Cup,Rustenburg,South Africa,True,2
39009,2017-07-01,Gambia,Guinea-Bissau,0,0,Friendly,Bakau,Gambia,False,2
39010,2017-07-01,Mexico,Paraguay,2,1,Friendly,Seattle,United States,True,2
39011,2017-07-01,Namibia,Lesotho,0,0,COSAFA Cup,Rustenburg,South Africa,True,2
39013,2017-07-02,Chile,Germany,0,1,Confederations Cup,St. Petersburg,Russia,True,2
39014,2017-07-02,Portugal,Mexico,2,1,Confederations Cup,Moscow,Russia,True,2
39015,2017-07-02,South Africa,Tanzania,0,1,COSAFA Cup,Rustenburg,South Africa,False,2
39020,2017-07-04,South Africa,Botswana,2,0,COSAFA Cup,Moruleng,South Africa,False,2
39023,2017-07-05,Lesotho,Zimbabwe,3,4,COSAFA Cup,Moruleng,South Africa,True,2
39024,2017-07-05,Zambia,Tanzania,4,2,COSAFA Cup,Moruleng,South Africa,True,2
39026,2017-07-06,Grenada,Barbados,0,2,Windward Islands Tournament,St. George's,Grenada,False,2
39028,2017-07-07,Honduras,Costa Rica,0,1,Gold Cup,Harrison,United States,True,2
39029,2017-07-07,South Africa,Namibia,1,0,COSAFA Cup,Moruleng,South Africa,False,2
39030,2017-07-07,Tanzania,Lesotho,0,0,COSAFA Cup,Moruleng,South Africa,True,2
39031,2017-07-08,Guinea-Bissau,Gambia,0,1,Friendly,Bissau,Guinea-Bissau,False,2
39034,2017-07-09,Curaçao,Jamaica,0,2,Gold Cup,San Diego,United States,True,2
39035,2017-07-09,Mexico,El Salvador,3,1,Gold Cup,San Diego,United States,True,2
39036,2017-07-09,Zambia,Zimbabwe,1,3,COSAFA Cup,Rustenburg,South Africa,True,2
39037,2017-07-11,Costa Rica,Canada,1,1,Gold Cup,Houston,United States,True,2
39039,2017-07-12,Panama,Nicaragua,2,1,Gold Cup,Tampa,United States,True,2
39041,2017-07-13,El Salvador,Curaçao,2,0,Gold Cup,Denver,United States,True,2
39042,2017-07-13,Mexico,Jamaica,0,0,Gold Cup,Denver,United States,True,2
39043,2017-07-14,Canada,Honduras,0,0,Gold Cup,Frisco,United States,True,2
39046,2017-07-14,South Sudan,Uganda,0,0,African Nations Championship,Juba,South Sudan,False,2
39049,2017-07-15,Djibouti,Ethiopia,1,5,African Nations Championship,Djibouti,Djibouti,False,2
39050,2017-07-15,Tanzania,Rwanda,1,1,African Nations Championship,Mwanza,Tanzania,False,2
39051,2017-07-15,Botswana,South Africa,0,2,African Nations Championship,Francistown,Botswana,False,2
39052,2017-07-15,Comoros,Lesotho,2,0,African Nations Championship,Moroni,Comoros,False,2
39053,2017-07-15,Gambia,Mali,0,0,African Nations Championship,Bakau,Gambia,False,2
39054,2017-07-15,Guinea-Bissau,Guinea,1,3,African Nations Championship,Bissau,Guinea-Bissau,False,2
39055,2017-07-15,Sierra Leone,Senegal,1,1,African Nations Championship,Freetown,Sierra Leone,False,2
39057,2017-07-16,Curaçao,Mexico,0,2,Gold Cup,San Antonio,United States,True,2
39058,2017-07-16,Jamaica,El Salvador,1,1,Gold Cup,San Antonio,United States,True,2
39059,2017-07-16,Madagascar,Mozambique,2,2,African Nations Championship,Antananarivo,Madagascar,False,2
39060,2017-07-16,Mauritius,Angola,0,1,African Nations Championship,Belle Vue Maurel,Mauritius,False,2
39061,2017-07-16,Namibia,Zimbabwe,1,0,African Nations Championship,Windhoek,Namibia,False,2
39063,2017-07-16,Liberia,Mauritania,0,2,African Nations Championship,Monrovia,Liberia,False,2
39064,2017-07-16,Togo,Benin,1,1,African Nations Championship,Lomé,Togo,False,2
39065,2017-07-19,Costa Rica,Panama,1,0,Gold Cup,Philadelphia,United States,True,2
39067,2017-07-20,Jamaica,Canada,2,1,Gold Cup,Glendale,United States,True,2
39068,2017-07-20,Mexico,Honduras,1,0,Gold Cup,Glendale,United States,True,2
39070,2017-07-22,Rwanda,Tanzania,0,0,African Nations Championship,Kigali,Rwanda,False,2
39071,2017-07-22,Uganda,South Sudan,5,1,African Nations Championship,Kampala,Uganda,False,2
39072,2017-07-22,South Africa,Botswana,1,0,African Nations Championship,Saulspoort,South Africa,False,2
39074,2017-07-22,Guinea,Guinea-Bissau,7,0,African Nations Championship,Conakry,Guinea,False,2
39075,2017-07-22,Mali,Gambia,4,0,African Nations Championship,Bamako,Mali,False,2
39076,2017-07-22,Senegal,Sierra Leone,3,1,African Nations Championship,Dakar,Senegal,False,2
39077,2017-07-23,Mexico,Jamaica,0,1,Gold Cup,Pasadena,United States,True,2
39078,2017-07-23,Burundi,Sudan,0,0,African Nations Championship,Bujumbura,Burundi,False,2
39079,2017-07-23,Ethiopia,Djibouti,3,0,African Nations Championship,Awasa,Ethiopia,False,2
39080,2017-07-23,Angola,Mauritius,3,2,African Nations Championship,Luanda,Angola,False,2
39081,2017-07-23,Lesotho,Comoros,1,0,African Nations Championship,Maseru,Lesotho,False,2
39082,2017-07-23,Mozambique,Madagascar,0,2,African Nations Championship,Maputo,Mozambique,False,2
39083,2017-07-23,Zimbabwe,Namibia,1,0,African Nations Championship,Harare,Zimbabwe,False,2
39084,2017-07-23,Mauritania,Liberia,0,1,African Nations Championship,Zouérat,Mauritania,False,2
39085,2017-07-23,Benin,Togo,1,1,African Nations Championship,Cotonou,Benin,False,2
39086,2017-07-26,Ecuador,Trinidad and Tobago,3,1,Friendly,Guayaquil,Ecuador,False,2
39088,2017-07-29,Sudan,Burundi,1,0,African Nations Championship,Obeid,Sudan,False,2
39089,2017-08-05,Zambia,Ethiopia,0,0,Friendly,Lusaka,Zambia,False,2
39090,2017-08-07,Rwanda,Sudan,2,1,Friendly,Kigali,Rwanda,False,2
39093,2017-08-12,Algeria,Libya,1,2,African Nations Championship,Constantine,Algeria,False,2
39094,2017-08-12,Burkina Faso,Ghana,2,2,African Nations Championship,Ouagadougou,Burkina Faso,False,2
39095,2017-08-13,Egypt,Morocco,1,1,African Nations Championship,Alexandria,Egypt,False,2
39097,2017-08-16,Andorra,Qatar,0,1,Friendly,Burton on Trent,England,True,2
39098,2017-08-18,Libya,Algeria,1,1,African Nations Championship,Sfax,Tunisia,True,2
39099,2017-08-18,Morocco,Egypt,3,1,African Nations Championship,Rabat,Morocco,False,2
39100,2017-08-19,India,Mauritius,2,1,Friendly,Bombay,India,False,2
39104,2017-08-20,Ghana,Burkina Faso,1,2,African Nations Championship,Kumasi,Ghana,False,2
39105,2017-08-22,Malaysia,Syria,1,2,Friendly,Paya Rumput,Malaysia,False,2
39107,2017-08-23,Qatar,Turkmenistan,2,1,Friendly,al-Rayyan,Qatar,False,2
39109,2017-08-24,Trinidad and Tobago,Jamaica,1,2,Friendly,Port of Spain,Trinidad and Tobago,False,2
39110,2017-08-26,Iraq,Syria,1,1,Friendly,Paya Rumput,Malaysia,True,2
39111,2017-08-29,Bahrain,Jordan,0,0,Friendly,Isa Town,Bahrain,False,2
39113,2017-08-29,United Arab Emirates,Saudi Arabia,2,1,FIFA World Cup qualification,al-Ain,United Arab Emirates,False,2
39114,2017-08-30,Oman,Afghanistan,2,0,Friendly,Muscat,Oman,False,2
39115,2017-08-31,Belgium,Gibraltar,9,0,FIFA World Cup qualification,Liège,Belgium,False,2
39116,2017-08-31,Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,False,2
39117,2017-08-31,Bulgaria,Sweden,3,2,FIFA World Cup qualification,Sofia,Bulgaria,False,2
39118,2017-08-31,Chile,Paraguay,0,3,FIFA World Cup qualification,Santiago,Chile,False,2
39119,2017-08-31,China PR,Uzbekistan,1,0,FIFA World Cup qualification,Wuhan,China PR,False,2
39120,2017-08-31,Cyprus,Bosnia and Herzegovina,3,2,FIFA World Cup qualification,Nicosia,Cyprus,False,2
39121,2017-08-31,France,Netherlands,4,0,FIFA World Cup qualification,Saint-Denis,France,False,2
39122,2017-08-31,Greece,Estonia,0,0,FIFA World Cup qualification,Piraeus,Greece,False,2
39123,2017-08-31,Guinea,Libya,3,2,FIFA World Cup qualification,Conakry,Guinea,False,2
39124,2017-08-31,Hungary,Latvia,3,1,FIFA World Cup qualification,Budapest,Hungary,False,2
39125,2017-08-31,Japan,Australia,2,0,FIFA World Cup qualification,Saitama,Japan,False,2
39126,2017-08-31,Kenya,Mauritania,1,1,Friendly,Agadir,Morocco,True,2
39128,2017-08-31,Luxembourg,Belarus,1,0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,2
39129,2017-08-31,Niger,Togo,0,2,Friendly,Agadir,Morocco,True,2
39130,2017-08-31,Peru,Bolivia,2,1,FIFA World Cup qualification,Lima,Peru,False,2
39131,2017-08-31,Portugal,Faroe Islands,5,1,FIFA World Cup qualification,Porto,Portugal,False,2
39132,2017-08-31,Singapore,Hong Kong,1,1,Friendly,Kallang,Singapore,False,2
39133,2017-08-31,Switzerland,Andorra,3,0,FIFA World Cup qualification,St. Gallen,Switzerland,False,2
39134,2017-08-31,Syria,Qatar,3,1,FIFA World Cup qualification,Paya Rumput,Malaysia,True,2
39135,2017-08-31,Thailand,Iraq,1,2,FIFA World Cup qualification,Bangkok,Thailand,False,2
39136,2017-08-31,Uganda,Egypt,1,0,FIFA World Cup qualification,Kampala,Uganda,False,2
39137,2017-08-31,Uruguay,Argentina,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,2
39138,2017-08-31,Venezuela,Colombia,0,0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,2
39140,2017-09-01,Czech Republic,Germany,1,2,FIFA World Cup qualification,Prague,Czech Republic,False,2
39141,2017-09-01,Denmark,Poland,4,0,FIFA World Cup qualification,Copenhagen,Denmark,False,2
39142,2017-09-01,Ghana,Congo,1,1,FIFA World Cup qualification,Kumasi,Ghana,False,2
39143,2017-09-01,Kazakhstan,Montenegro,0,3,FIFA World Cup qualification,Astana,Kazakhstan,False,2
39144,2017-09-01,Lithuania,Scotland,0,3,FIFA World Cup qualification,Vilnius,Lithuania,False,2
39145,2017-09-01,Malta,England,0,4,FIFA World Cup qualification,Attard,Malta,False,2
39146,2017-09-01,Mexico,Panama,1,0,FIFA World Cup qualification,Mexico City,Mexico,False,2
39147,2017-09-01,Morocco,Mali,6,0,FIFA World Cup qualification,Rabat,Morocco,False,2
39148,2017-09-01,New Zealand,Solomon Islands,6,1,FIFA World Cup qualification,Auckland,New Zealand,False,2
39149,2017-09-01,Nigeria,Cameroon,4,0,FIFA World Cup qualification,Uyo,Nigeria,False,2
39150,2017-09-01,Norway,Azerbaijan,2,0,FIFA World Cup qualification,Oslo,Norway,False,2
39151,2017-09-01,Romania,Armenia,1,0,FIFA World Cup qualification,Bucharest,Romania,False,2
39152,2017-09-01,San Marino,Northern Ireland,0,3,FIFA World Cup qualification,Serravalle,San Marino,False,2
39153,2017-09-01,Slovakia,Slovenia,1,0,FIFA World Cup qualification,Trnava,Slovakia,False,2
39154,2017-09-01,Trinidad and Tobago,Honduras,1,2,FIFA World Cup qualification,Couva,Trinidad and Tobago,False,2
39157,2017-09-02,Albania,Liechtenstein,2,0,FIFA World Cup qualification,Elbasan,Albania,False,2
39158,2017-09-02,Canada,Jamaica,2,0,Friendly,Toronto,Canada,False,2
39159,2017-09-02,Croatia,Kosovo,1,0,FIFA World Cup qualification,Zagreb,Croatia,False,2
39160,2017-09-02,Finland,Iceland,1,0,FIFA World Cup qualification,Tampere,Finland,False,2
39162,2017-09-02,Georgia,Republic of Ireland,1,1,FIFA World Cup qualification,Tbilisi,Georgia,False,2
39163,2017-09-02,Indonesia,Fiji,0,0,Friendly,Bekasi,Indonesia,False,2
39165,2017-09-02,Mozambique,Kenya,1,1,Friendly,Maputo,Mozambique,False,2
39166,2017-09-02,Senegal,Burkina Faso,0,0,FIFA World Cup qualification,Dakar,Senegal,False,2
39167,2017-09-02,Serbia,Moldova,3,0,FIFA World Cup qualification,Belgrade,Serbia,False,2
39168,2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification,Madrid,Spain,False,2
39169,2017-09-02,Ukraine,Turkey,2,0,FIFA World Cup qualification,Kharkiv,Ukraine,False,2
39170,2017-09-02,Wales,Austria,1,0,FIFA World Cup qualification,Cardiff,Wales,False,2
39171,2017-09-02,Zambia,Algeria,3,1,FIFA World Cup qualification,Lusaka,Zambia,False,2
39172,2017-09-03,Belarus,Sweden,0,4,FIFA World Cup qualification,Barysaw,Belarus,False,2
39173,2017-09-03,Equatorial Guinea,Benin,1,2,Friendly,Malabo,Equatorial Guinea,False,2
39174,2017-09-03,Estonia,Cyprus,1,0,FIFA World Cup qualification,Tallinn,Estonia,False,2
39175,2017-09-03,Faroe Islands,Andorra,1,0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,2
39176,2017-09-03,France,Luxembourg,0,0,FIFA World Cup qualification,Toulouse,France,False,2
39177,2017-09-03,Gibraltar,Bosnia and Herzegovina,0,4,FIFA World Cup qualification,Faro,Portugal,True,2
39178,2017-09-03,Greece,Belgium,1,2,FIFA World Cup qualification,Piraeus,Greece,False,2
39179,2017-09-03,Hungary,Portugal,0,1,FIFA World Cup qualification,Budapest,Hungary,False,2
39180,2017-09-03,Latvia,Switzerland,0,3,FIFA World Cup qualification,Riga,Latvia,False,2
39181,2017-09-03,Netherlands,Bulgaria,3,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,2
39182,2017-09-04,Armenia,Denmark,1,4,FIFA World Cup qualification,Yerevan,Armenia,False,2
39183,2017-09-04,Azerbaijan,San Marino,5,1,FIFA World Cup qualification,Baku,Azerbaijan,False,2
39184,2017-09-04,Cameroon,Nigeria,1,1,FIFA World Cup qualification,Yaoundé,Cameroon,False,2
39185,2017-09-04,England,Slovakia,2,1,FIFA World Cup qualification,London,England,False,2
39186,2017-09-04,Germany,Norway,6,0,FIFA World Cup qualification,Stuttgart,Germany,False,2
39187,2017-09-04,Libya,Guinea,1,0,FIFA World Cup qualification,Monastir,Tunisia,True,2
39188,2017-09-04,Malawi,Togo,1,0,Friendly,Agadir,Morocco,True,2
39189,2017-09-04,Montenegro,Romania,1,0,FIFA World Cup qualification,Podgorica,Montenegro,False,2
39190,2017-09-04,Northern Ireland,Czech Republic,2,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,2
39191,2017-09-04,Poland,Kazakhstan,3,0,FIFA World Cup qualification,Warsaw,Poland,False,2
39192,2017-09-04,Scotland,Malta,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,2
39193,2017-09-04,Slovenia,Lithuania,4,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,2
