,duration,has_event,turns_since_shuffle
4748,26,0,13
4749,22,1,11
4750,26,0,34
4751,23,1,45
4752,13,1,9
4753,15,1,12
4754,8,1,22
4755,15,1,7957
4756,13,1,6707
4757,21,1,7
4758,16,1,6
4759,1,1,24
4760,18,1,3696
4761,26,0,11
4762,18,1,8
4763,26,0,20
4764,9,1,9
4765,1,1,36
4766,20,1,6
4767,15,1,5
4768,18,1,2
4769,13,1,11
4770,26,0,6
4771,26,0,16
4772,26,0,5
4773,14,1,25
4774,26,0,23
4775,4,1,30
4776,9,1,9
4777,2,1,28
4778,2,1,16
4779,26,0,8
4780,20,1,3
4781,26,0,2
4782,1,1,10
4783,11,1,22
4784,26,0,36
4785,15,1,3
4786,5,1,20
4787,19,1,27
4788,14,1,12
4789,26,0,12
4790,9,1,10
4791,7,1,12
4792,21,1,32
4793,10,1,10
4794,24,1,24
4795,1,1,33
4796,26,0,16
4797,7,1,16
4798,26,0,10
4799,15,1,1
4800,1,1,0
4801,10,1,8
4802,10,1,25
4803,25,1,11
4804,26,0,25
4805,18,1,13
4806,8,1,36
4807,26,0,26
4808,16,1,6
4809,25,1,10
4810,10,1,4
4811,26,0,24
4812,26,0,15
4813,26,0,9
4814,19,1,2
4815,1,1,0
4816,26,0,37
4817,26,0,0
4818,13,1,7
4819,26,0,40
4820,12,1,13
4821,17,1,7658
4822,26,0,22
4823,4,1,29
4824,11,1,27
4825,15,1,0
4826,14,1,2
4827,17,1,14
4828,26,0,8
4829,12,1,29
4830,15,1,11
4831,24,1,23
4832,5,1,9
4833,17,1,47
4834,26,0,26
4835,6,1,1
4836,25,1,0
4837,9,1,14
4838,26,0,38
4839,16,1,2
4840,15,1,44
4841,18,1,13
4842,18,1,33
4843,8,1,15
4844,26,0,18
4845,11,1,16
4846,26,0,12
4847,12,1,24
4848,10,1,11
4849,23,1,18
4850,26,0,16
4851,23,1,26
4852,16,1,9
4853,21,1,42
4854,26,0,15
4855,26,0,17
4856,26,0,31
4857,14,1,10
4858,3,1,29
4859,26,0,7833
4860,24,1,16
4861,26,0,11
4862,22,1,9
4863,13,1,22
4864,6,1,4
4865,4,1,2
4866,26,0,7389
4867,20,1,15
4868,0,1,40
4869,26,0,12
4870,10,1,7
4871,4,1,1
4872,3,1,1
4873,3,1,12
4874,12,1,29
4875,3,1,7
4876,25,1,5
4877,6,1,7
4878,10,1,10
4879,23,1,15
4880,22,1,28
4881,3,1,0
4882,11,1,10
4883,1,1,38
4884,15,1,2
4885,10,1,5
4886,11,1,22
4887,26,0,22
4888,25,1,18
4889,0,1,12
4890,23,1,3
4891,26,0,11
4892,26,0,0
4893,16,1,2256
4894,17,1,18
4895,13,1,3
4896,20,1,14
4897,9,1,2
4898,23,1,44
4899,0,1,39
4900,26,0,5
4901,26,0,0
4902,26,0,33
4903,26,0,4
4904,26,0,11
4905,26,0,20
4906,0,1,12
4907,12,1,6
4908,5,1,43
4909,3,1,1
4910,5,1,16
4911,19,1,33
4912,5,1,12
4913,26,0,7
4914,26,0,39
4915,8,1,39
4916,3,1,46
4917,7,1,8
4918,11,1,3
4919,8,1,0
4920,19,1,39
4921,26,0,5
4922,13,1,20
4923,9,1,36
4924,23,1,23
4925,26,0,6839
4926,14,1,14
4927,16,1,11
4928,14,1,20
4929,21,1,22
4930,26,0,26
4931,9,1,3
4932,26,0,2
4933,4,1,30
4934,25,1,27
4935,5,1,4
4936,26,0,18
4937,17,1,3420
4938,13,1,7
4939,16,1,2
4940,26,0,6
4941,26,0,3
4942,14,1,4
4943,10,1,36
4944,1,1,2
4945,26,0,26
4946,25,1,37
4947,2,1,7
4948,26,0,0
4949,26,0,0
4950,26,0,22
4951,26,0,0
4952,26,0,29
4953,0,1,2
4954,2,1,23
4955,2,1,3
4956,16,1,13
4957,24,1,20
4958,1,1,14
4959,26,0,5
4960,2,1,15
4961,4,1,20
4962,17,1,5
4963,21,1,23
4964,26,0,31
4965,1,1,2
4966,26,0,37
4967,8,1,23
4968,26,0,8
4969,16,1,7
4970,21,1,11
4971,8,1,11
4972,4,1,32
4973,2,1,25
4974,4,1,2
4975,26,0,23
4976,26,0,1
4977,26,0,42
4978,16,1,20
4979,25,1,24
4980,26,0,4
4981,20,1,10
4982,3,1,0
4983,14,1,26
4984,26,0,0
4985,26,0,6
4986,24,1,14
4987,2,1,31
4988,0,1,1
4989,26,0,39
4990,16,1,1400
4991,26,0,47
4992,26,0,30
4993,26,0,17
4994,10,1,2
4995,19,1,20
4996,2,1,34
4997,26,0,18
4998,4,1,3
4999,9,1,42
5000,26,0,5
5001,12,1,16
5002,23,1,18
5003,1,1,18
5004,16,1,23
5005,22,1,32
5006,21,1,0
5007,26,0,6
5008,24,1,36
5009,26,0,13
5010,21,1,7
5011,14,1,14
5012,26,0,15
5013,1,1,7
5014,23,1,25
5015,26,0,20
5016,14,1,32
5017,14,1,37
5018,4,1,11
5019,26,0,2
5020,26,0,8897
5021,8,1,39
5022,23,1,3
5023,15,1,8
5024,20,1,29
5025,15,1,17
5026,16,1,19
5027,17,1,16
5028,15,1,9
5029,26,0,13
5030,15,1,6
5031,13,1,18
5032,26,0,21
5033,26,0,23
5034,26,0,9
5035,26,0,15
5036,25,1,14
5037,26,0,26
5038,26,0,34
5039,9,1,28
5040,26,0,17
5041,26,0,9
5042,20,1,26
5043,26,0,3
5044,3,1,13
5045,10,1,12
5046,26,0,7
5047,0,1,14
5048,14,1,16
5049,10,1,1
5050,5,1,29
5051,26,0,7520
5052,10,1,17
5053,16,1,1
5054,13,1,5
5055,19,1,17
5056,3,1,23
5057,26,0,22
5058,26,0,22
5059,12,1,2
5060,26,0,34
5061,15,1,30
5062,17,1,26
5063,1,1,1910
5064,21,1,40
5065,2,1,19
5066,17,1,2
5067,21,1,15
5068,7,1,1
5069,4,1,26
5070,9,1,9
5071,24,1,1
5072,26,0,17
5073,11,1,25
5074,26,0,18
5075,26,0,4
5076,22,1,23
5077,6,1,9
5078,19,1,5
5079,26,0,3
5080,26,0,3
5081,6,1,8
5082,26,0,15
5083,14,1,20
5084,7,1,10
5085,3,1,23
5086,8,1,34
5087,26,0,7
5088,13,1,6941
5089,3,1,26
5090,26,0,6
5091,26,0,24
5092,0,1,17
5093,26,0,11
5094,9,1,18
5095,6,1,14
5096,6,1,19
5097,10,1,34
5098,26,0,14
5099,24,1,30
5100,8,1,7
5101,3,1,7
5102,26,0,2
5103,22,1,13
5104,9,1,18
5105,7,1,9
5106,1,1,35
5107,14,1,29
5108,11,1,24
5109,17,1,12
5110,14,1,27
5111,4,1,4
5112,6,1,23
5113,26,0,0
5114,10,1,30
5115,26,0,9011
5116,0,1,15
5117,26,0,10
5118,26,0,0
5119,1,1,6165
5120,4,1,16
5121,12,1,21
5122,5,1,9
5123,6,1,16
5124,26,0,7
5125,14,1,16
5126,4,1,35
5127,5,1,31
5128,16,1,34
5129,26,0,8
5130,12,1,42
5131,26,0,1
5132,11,1,12
5133,15,1,40
5134,10,1,16
5135,15,1,8806
5136,10,1,21
5137,20,1,6
5138,15,1,3
5139,3,1,13
5140,26,0,18
5141,26,0,32
5142,26,0,7635
5143,0,1,3
5144,19,1,1
5145,22,1,42
5146,8,1,28
5147,5,1,3
5148,2,1,36
5149,12,1,19
5150,26,0,17
5151,0,1,16
5152,8,1,11
5153,13,1,30
5154,19,1,3
5155,17,1,4
5156,5,1,1
5157,19,1,8826
5158,24,1,0
5159,26,0,33
5160,15,1,25
5161,9,1,15
5162,26,0,43
5163,9,1,43
5164,22,1,42
5165,1,1,27
5166,26,0,42
5167,11,1,40
5168,6,1,40
5169,9,1,0
5170,5,1,20
5171,13,1,8
5172,7,1,28
5173,26,0,8
5174,8,1,5
5175,4,1,15
5176,24,1,10
5177,26,0,16
5178,26,0,17
5179,26,0,21
5180,9,1,9
5181,25,1,1
5182,6,1,26
5183,26,0,18
5184,26,0,38
5185,26,0,5
5186,16,1,21
5187,10,1,14
5188,8,1,3622
5189,18,1,16
5190,26,0,38
5191,26,0,23
5192,23,1,19
5193,1,1,26
5194,16,1,2
5195,18,1,26
5196,21,1,30
5197,26,0,5
5198,8,1,7924
5199,24,1,9
5200,19,1,6423
5201,3,1,2
5202,15,1,38
5203,18,1,5
5204,12,1,5473
5205,26,0,3
5206,0,1,43
5207,18,1,13
5208,0,1,3
5209,7,1,8
5210,2,1,9
5211,11,1,6
5212,26,0,20
5213,19,1,23
5214,15,1,34
5215,14,1,40
5216,10,1,2
5217,8,1,1
5218,26,0,18
5219,0,1,39
5220,23,1,20
5221,2,1,8
5222,26,0,19
5223,17,1,14
5224,1,1,17
5225,26,0,3
5226,16,1,13
5227,19,1,1
5228,26,0,4
5229,12,1,25
5230,16,1,12
5231,2,1,14
5232,3,1,14
5233,26,0,9
5234,7,1,40
5235,26,0,6
5236,15,1,33
5237,16,1,21
5238,2,1,37
5239,18,1,9
5240,4,1,7
5241,9,1,5
5242,13,1,5
5243,26,0,3
5244,10,1,11
5245,3,1,9
5246,22,1,31
5247,12,1,28
5248,11,1,21
5249,26,0,17
5250,9,1,41
5251,26,0,9
5252,5,1,38
5253,5,1,19
5254,18,1,3
5255,5,1,30
5256,0,1,45
5257,12,1,30
5258,12,1,17
5259,12,1,22
5260,7,1,2671
5261,26,0,7
5262,18,1,23
5263,5,1,34
5264,1,1,1
5265,26,0,45
5266,26,0,10
5267,26,0,15
5268,19,1,0
5269,8,1,9
5270,6,1,38
5271,9,1,21
5272,3,1,18
5273,17,1,0
5274,26,0,4
5275,17,1,7
5276,4,1,2
5277,7,1,34
5278,6,1,24
5279,12,1,7
5280,5,1,12
5281,12,1,28
5282,2,1,18
5283,1,1,9
5284,5,1,5
5285,7,1,32
5286,26,0,2
5287,20,1,17
5288,26,0,19
5289,23,1,10
5290,20,1,7
5291,26,0,17
5292,26,0,5
5293,16,1,17
5294,26,0,45
5295,5,1,34
5296,7,1,12
5297,0,1,22
5298,1,1,12
5299,7,1,10
5300,16,1,23
5301,18,1,26
5302,1,1,4
5303,8,1,4
5304,10,1,33
5305,6,1,5
5306,6,1,14
5307,0,1,10
5308,14,1,28
5309,23,1,21
5310,12,1,3
5311,2,1,15
5312,0,1,21
5313,26,0,15
5314,1,1,5962
5315,7,1,35
5316,3,1,25
5317,13,1,24
5318,23,1,9
5319,26,0,10
5320,6,1,20
5321,25,1,33
5322,26,0,36
5323,26,0,36
5324,26,0,12
5325,3,1,4
5326,12,1,23
5327,17,1,5
5328,15,1,18
5329,15,1,38
5330,20,1,38
5331,13,1,41
5332,8,1,10
5333,1,1,8
5334,9,1,44
5335,26,0,29
5336,5,1,5
5337,19,1,8
5338,26,0,6
5339,15,1,449
5340,26,0,35
5341,26,0,2
5342,9,1,7
5343,2,1,31
5344,26,0,3
5345,26,0,30
5346,26,0,38
5347,0,1,23
5348,11,1,3
5349,26,0,35
5350,6,1,28
5351,26,0,9
5352,26,0,8
5353,11,1,17
5354,4,1,37
5355,26,0,14
5356,2,1,14
5357,15,1,3
5358,26,0,1
5359,2,1,28
5360,26,0,4
5361,13,1,10
5362,10,1,43
5363,2,1,11
5364,6,1,34
5365,20,1,22
5366,24,1,15
5367,26,0,9
5368,26,0,29
5369,8,1,8
5370,11,1,0
5371,26,0,14
5372,9,1,2
5373,18,1,19
5374,26,0,16
5375,24,1,5
5376,13,1,13
5377,18,1,48
5378,10,1,25
5379,23,1,17
5380,26,0,3
5381,1,1,15
5382,26,0,22
5383,1,1,5
5384,6,1,8534
5385,25,1,4
5386,25,1,13
5387,9,1,3
5388,0,1,5
5389,26,0,3
5390,6,1,4
5391,5,1,2
5392,26,0,3
5393,19,1,34
5394,5,1,28
5395,11,1,1
5396,7,1,14
5397,26,0,14
5398,7,1,13
5399,10,1,20
5400,10,1,21
5401,1,1,6
5402,8,1,10
5403,4,1,32
5404,12,1,21
5405,13,1,13
5406,18,1,9
5407,19,1,0
5408,12,1,0
5409,10,1,48
5410,18,1,13
5411,23,1,22
5412,19,1,26
5413,7,1,18
5414,5,1,7
5415,17,1,33
5416,26,0,3
5417,18,1,21
5418,26,0,4597
5419,10,1,22
5420,8,1,17
5421,24,1,26
5422,10,1,25
5423,0,1,31
5424,15,1,7847
5425,20,1,16
5426,0,1,31
5427,18,1,40
5428,13,1,5
5429,15,1,21
5430,10,1,9670
5431,12,1,41
5432,0,1,39
5433,3,1,0
5434,26,0,13
5435,25,1,10
5436,8,1,21
5437,0,1,12
5438,26,0,3
5439,18,1,0
5440,26,0,35
5441,9,1,25
5442,24,1,3318
5443,17,1,8
5444,26,0,14
5445,12,1,3
5446,10,1,15
5447,23,1,10
5448,21,1,15
5449,20,1,20
5450,18,1,25
5451,26,0,5
5452,6,1,39
5453,4,1,13
5454,1,1,27
5455,15,1,27
5456,26,0,6347
5457,26,0,18
5458,3,1,4411
5459,5,1,4
5460,18,1,7
5461,6,1,3
5462,26,0,5
5463,3,1,27
5464,10,1,41
5465,11,1,36
5466,22,1,13
5467,16,1,27
5468,6,1,16
5469,16,1,32
5470,13,1,27
5471,13,1,11
5472,1,1,8
5473,12,1,9
5474,22,1,33
5475,16,1,0
5476,5,1,20
5477,21,1,25
5478,16,1,8
5479,13,1,8
5480,3,1,27
5481,9,1,35
5482,8,1,44
5483,26,0,25
5484,26,0,12
5485,14,1,35
5486,23,1,8
5487,13,1,14
5488,7,1,10
5489,6,1,3
5490,21,1,11
5491,13,1,19
5492,1,1,21
5493,11,1,3
5494,7,1,2
5495,15,1,27
5496,26,0,8
5497,26,0,26
5498,26,0,5
5499,17,1,20
5500,26,0,41
5501,6,1,18
5502,26,0,42
5503,22,1,29
5504,15,1,15
5505,26,0,37
5506,26,0,20
5507,7,1,17
5508,26,0,16
5509,10,1,5729
5510,26,0,1
5511,4,1,5
5512,15,1,15
5513,26,0,12
5514,9,1,4
5515,3,1,23
5516,4,1,21
5517,24,1,13
5518,19,1,42
5519,1,1,10
5520,0,1,18
5521,19,1,7
5522,26,0,8
5523,5,1,13
5524,18,1,12
5525,26,0,36
5526,10,1,39
5527,26,0,25
5528,3,1,12
5529,6,1,19
5530,1,1,21
5531,26,0,20
5532,4,1,9
5533,12,1,35
5534,8,1,3
5535,25,1,0
5536,17,1,29
5537,15,1,16
5538,5,1,0
5539,21,1,18
5540,3,1,24
5541,4,1,7004
5542,12,1,29
5543,0,1,0
5544,12,1,11
5545,24,1,7
5546,12,1,2
5547,12,1,11
5548,2,1,20
5549,1,1,6
5550,26,0,27
5551,18,1,5
5552,26,0,19
5553,26,0,2
5554,5,1,12
5555,18,1,20
5556,18,1,1
5557,26,0,3
5558,11,1,36
5559,6,1,18
5560,12,1,6
5561,26,0,23
5562,26,0,28
5563,7,1,34
5564,7,1,7
5565,26,0,19
5566,13,1,5
5567,26,0,23
5568,0,1,11
5569,6,1,14
5570,5,1,12
5571,18,1,28
5572,13,1,27
5573,26,0,15
5574,26,0,3
5575,26,0,18
5576,18,1,16
5577,7,1,18
5578,2,1,21
5579,12,1,9
5580,14,1,4
5581,16,1,5
5582,14,1,20
5583,3,1,34
5584,26,0,20
5585,6,1,10
5586,11,1,22
5587,26,0,17
5588,22,1,17
5589,12,1,6
5590,15,1,24
5591,4,1,3
5592,1,1,21
5593,7,1,20
5594,18,1,20
5595,26,0,9
5596,26,0,38
5597,6,1,3
5598,5,1,0
5599,13,1,8
5600,11,1,1
5601,2,1,1
5602,3,1,39
5603,26,0,6
5604,19,1,26
5605,26,0,41
5606,26,0,18
5607,5,1,17
5608,2,1,30
5609,0,1,14
5610,10,1,18
5611,26,0,3
5612,0,1,2
5613,21,1,2590
5614,11,1,18
5615,5,1,4
5616,13,1,5
5617,18,1,37
5618,26,0,7
5619,5,1,11
5620,22,1,8
5621,26,0,3
5622,26,0,10
5623,1,1,18
5624,26,0,1
5625,14,1,31
5626,11,1,14
5627,11,1,24
5628,26,0,15
5629,26,0,4
5630,10,1,5
5631,8,1,11
5632,4,1,22
5633,10,1,14
5634,26,0,0
5635,11,1,10
5636,7,1,2
5637,23,1,31
5638,21,1,31
5639,4,1,35
5640,8,1,12
5641,0,1,14
5642,26,0,28
5643,12,1,1
5644,25,1,22
5645,1,1,42
5646,3,1,9
5647,18,1,5
5648,15,1,37
5649,11,1,31
5650,26,0,24
5651,1,1,2
5652,16,1,14
5653,26,0,19
5654,26,0,5
5655,7,1,46
5656,5,1,31
5657,16,1,21
5658,23,1,21
5659,6,1,25
5660,23,1,2588
5661,26,0,9
5662,26,0,717
5663,19,1,41
5664,18,1,1
5665,26,0,33
5666,14,1,27
5667,11,1,18
5668,9,1,28
5669,5,1,8
5670,11,1,16
5671,9,1,34
5672,1,1,13
5673,26,0,27
5674,15,1,24
5675,26,0,17
5676,14,1,6
5677,10,1,32
5678,10,1,21
5679,26,0,3511
5680,23,1,9
5681,4,1,14
5682,23,1,10
5683,26,0,19
5684,26,0,37
5685,20,1,49
5686,2,1,1
5687,4,1,10
5688,26,0,43
5689,21,1,10
5690,16,1,7
5691,0,1,1263
5692,6,1,13
5693,1,1,26
5694,7,1,4
5695,2,1,27
5696,4,1,36
5697,24,1,2
5698,6,1,16
5699,6,1,4
5700,6,1,32
5701,18,1,7
5702,26,0,31
5703,10,1,34
5704,12,1,38
5705,26,0,3595
5706,12,1,14
5707,8,1,2
5708,22,1,19
5709,2,1,14
5710,9,1,33
5711,26,0,4
5712,26,0,7
5713,13,1,35
5714,5,1,36
5715,0,1,23
5716,26,0,3
5717,5,1,19
5718,26,0,28
5719,15,1,16
5720,26,0,19
5721,4,1,24
5722,13,1,13
5723,17,1,2
5724,25,1,37
5725,7,1,4
5726,16,1,38
5727,26,0,8103
5728,26,0,10
5729,9,1,12
5730,4,1,19
5731,25,1,7
5732,23,1,37
5733,26,0,3
5734,8,1,9
5735,26,0,29
5736,26,0,11
5737,3,1,2
5738,23,1,16
5739,19,1,43
5740,26,0,17
5741,11,1,12
5742,26,0,17
5743,1,1,25
5744,26,0,45
5745,3,1,19
5746,11,1,1
5747,26,0,1
5748,3,1,20
5749,22,1,29
5750,26,0,8
5751,7,1,19
5752,14,1,15
5753,21,1,24
5754,12,1,11
5755,0,1,23
5756,18,1,16
5757,3,1,8
5758,8,1,4
5759,2,1,35
5760,26,0,8
5761,16,1,4398
5762,9,1,12
5763,26,0,31
5764,21,1,31
5765,26,0,38
5766,10,1,11
5767,22,1,13
5768,24,1,3
5769,26,0,27
5770,3,1,11
5771,26,0,8
5772,26,0,2
5773,21,1,14
5774,18,1,44
5775,0,1,24
5776,26,0,37
5777,26,0,3
5778,26,0,17
5779,26,0,14
5780,1,1,17
5781,17,1,31
5782,13,1,3
5783,9,1,2
5784,26,0,29
5785,2,1,28
5786,26,0,27
5787,26,0,4
5788,5,1,6
5789,22,1,21
5790,12,1,3
5791,8,1,15
5792,15,1,10
5793,5,1,30
5794,25,1,8
5795,26,0,33
5796,14,1,6
5797,25,1,4
5798,26,0,36
5799,22,1,27
5800,26,0,12
5801,26,0,10
5802,2,1,25
5803,5,1,0
5804,26,0,6
5805,2,1,25
5806,16,1,25
5807,6,1,20
5808,7,1,37
5809,26,0,2
5810,2,1,9
5811,9,1,33
5812,18,1,21
5813,9,1,33
5814,15,1,17
5815,11,1,548
5816,10,1,10
5817,9,1,4
5818,11,1,13
5819,26,0,3
5820,8,1,3
5821,9,1,25
5822,3,1,27
5823,26,0,16
5824,16,1,5
5825,26,0,6
5826,10,1,3
5827,23,1,13
5828,9,1,16
5829,19,1,10
5830,26,0,9420
5831,16,1,9176
5832,8,1,999
5833,3,1,0
5834,1,1,38
5835,10,1,20
5836,15,1,5
5837,1,1,17
5838,16,1,11
5839,17,1,2
5840,26,0,38
5841,9,1,1509
5842,24,1,27
5843,26,0,49
5844,26,0,39
5845,12,1,2
5846,26,0,7
5847,26,0,0
5848,8,1,15
5849,2,1,19
5850,1,1,4
5851,14,1,13
5852,0,1,24
5853,26,0,21
5854,26,0,4
5855,1,1,10
5856,26,0,25
5857,25,1,30
5858,16,1,30
5859,0,1,35
5860,26,0,8
5861,1,1,37
5862,4,1,28
5863,6,1,11
5864,0,1,13
5865,9,1,5
5866,26,0,3
5867,11,1,6
5868,18,1,49
5869,18,1,5
5870,26,0,13
5871,26,0,26
5872,26,0,4
5873,8,1,3
5874,0,1,3
5875,26,0,40
5876,7,1,18
5877,13,1,10
5878,6,1,39
5879,13,1,40
5880,26,0,7
5881,7,1,0
5882,1,1,15
5883,5,1,21
5884,5,1,0
5885,26,0,5
5886,26,0,5
5887,10,1,11
5888,26,0,10
5889,26,0,5
5890,16,1,30
5891,4,1,17
5892,6,1,0
5893,26,0,6
5894,26,0,27
5895,12,1,9
5896,14,1,21
5897,14,1,8
5898,1,1,23
5899,5,1,4
5900,8,1,6
5901,26,0,36
5902,0,1,28
5903,5,1,9
5904,26,0,40
5905,11,1,6192
5906,12,1,42
5907,23,1,20
5908,26,0,18
5909,0,1,27
5910,10,1,36
5911,26,0,10
5912,5,1,21
5913,26,0,10
5914,0,1,17
5915,26,0,6
5916,0,1,29
5917,11,1,9
5918,15,1,17
5919,23,1,20
5920,26,0,13
5921,26,0,19
5922,1,1,20
5923,3,1,2302
5924,18,1,4
5925,15,1,1
5926,11,1,9
5927,26,0,18
5928,24,1,2
5929,10,1,33
5930,26,0,9
5931,12,1,3
5932,15,1,30
5933,13,1,12
5934,15,1,34
5935,6,1,15
5936,22,1,22
5937,26,0,2
5938,14,1,26
5939,19,1,3
5940,22,1,37
5941,2,1,33
5942,1,1,15
5943,17,1,11
5944,23,1,7
5945,14,1,23
5946,4,1,18
5947,8,1,35
5948,20,1,31
5949,26,0,21
5950,26,0,25
5951,22,1,39
5952,20,1,27
5953,3,1,19
5954,26,0,14
5955,13,1,18
5956,6,1,21
5957,6,1,23
5958,18,1,6
5959,26,0,12
5960,15,1,8
5961,19,1,26
5962,19,1,2
5963,21,1,17
5964,6,1,1
5965,26,0,11
5966,26,0,19
5967,26,0,15
5968,20,1,9
5969,26,0,1
5970,20,1,10
5971,26,0,8
5972,26,0,5
5973,20,1,19
5974,11,1,2
5975,26,0,14
5976,3,1,3
5977,0,1,11
5978,26,0,0
5979,11,1,4
5980,0,1,3
5981,26,0,1
5982,12,1,1
5983,3,1,22
5984,4,1,14
5985,6,1,34
5986,26,0,25
5987,17,1,15
5988,0,1,0
5989,10,1,14
5990,26,0,14
5991,19,1,19
5992,26,0,6
5993,18,1,25
5994,8,1,1
5995,16,1,9
5996,26,0,20
5997,17,1,39
5998,25,1,9
5999,20,1,24
6000,13,1,14
6001,3,1,22
6002,10,1,3
6003,7,1,1
6004,26,0,31
6005,4,1,6
6006,6,1,12
6007,18,1,34
6008,26,0,17
6009,16,1,11
6010,3,1,10
6011,7,1,0
6012,4,1,8
6013,22,1,10
6014,4,1,15
6015,6,1,21
6016,26,0,6461
6017,26,0,7
6018,15,1,23
6019,9,1,37
6020,26,0,1
6021,12,1,14
6022,13,1,1
6023,15,1,26
6024,15,1,18
6025,8,1,11
6026,26,0,10
6027,26,0,7
6028,7,1,29
6029,9,1,10
6030,13,1,1
6031,2,1,13
6032,16,1,344
6033,3,1,8
6034,20,1,39
6035,1,1,8
6036,7,1,6
6037,2,1,14
6038,12,1,4265
6039,19,1,33
6040,26,0,26
6041,18,1,12
6042,26,0,1
6043,23,1,16
6044,11,1,38
6045,7,1,12
6046,1,1,31
6047,19,1,2
6048,26,0,33
6049,26,0,15
6050,14,1,14
6051,7,1,23
6052,26,0,9
6053,5,1,15
6054,15,1,33
6055,17,1,13
6056,10,1,30
6057,26,0,43
6058,5,1,16
6059,13,1,31
6060,13,1,34
6061,26,0,17
6062,0,1,22
6063,24,1,5
6064,17,1,9
6065,3,1,23
6066,1,1,11
6067,19,1,1
6068,19,1,16
6069,7,1,19
6070,1,1,6
6071,23,1,32
6072,9,1,25
6073,14,1,3
6074,4,1,21
6075,7,1,30
6076,20,1,6
6077,3,1,17
6078,0,1,36
6079,3,1,14
6080,7,1,26
6081,14,1,12
6082,26,0,8
6083,5,1,22
6084,26,0,22
6085,26,0,20
6086,26,0,17
6087,2,1,24
6088,8,1,44
6089,3,1,0
6090,25,1,24
6091,4,1,2
6092,11,1,28
6093,10,1,40
6094,26,0,10
6095,5,1,15
6096,12,1,32
6097,24,1,14
6098,10,1,30
6099,12,1,39
6100,22,1,2
6101,16,1,3
6102,13,1,13
6103,13,1,8
6104,26,0,23
6105,9,1,16
6106,26,0,2
6107,26,0,33
6108,19,1,33
6109,0,1,3
6110,26,0,24
6111,15,1,6
6112,10,1,14
6113,19,1,20
6114,10,1,6
6115,23,1,36
6116,26,0,32
6117,21,1,25
6118,4,1,3
6119,10,1,27
6120,18,1,9484
6121,9,1,4
6122,26,0,20
6123,22,1,29
6124,26,0,14
6125,2,1,39
6126,1,1,13
6127,5,1,19
6128,24,1,30
6129,1,1,20
6130,26,0,4
6131,18,1,21
6132,26,0,16
6133,2,1,10
6134,0,1,21
6135,10,1,37
6136,16,1,3020
6137,7,1,39
6138,26,0,19
6139,10,1,1
6140,5,1,5
6141,17,1,34
6142,26,0,10
6143,25,1,12
6144,9,1,15
6145,19,1,37
6146,8,1,13
6147,3,1,4
6148,26,0,19
6149,15,1,4
6150,5,1,23
6151,1,1,15
6152,4,1,13
6153,3,1,13
6154,21,1,18
6155,1,1,0
6156,9,1,29
6157,1,1,20
6158,14,1,36
6159,26,0,0
6160,15,1,15
6161,4,1,21
6162,9,1,6
6163,21,1,27
6164,5,1,5
6165,10,1,28
6166,3,1,43
6167,13,1,34
6168,12,1,18
6169,5,1,7
6170,11,1,15
6171,22,1,0
6172,10,1,40
6173,26,0,10
6174,24,1,20
6175,4,1,15
6176,13,1,10
6177,19,1,8
6178,26,0,30
6179,4,1,49
6180,7,1,26
6181,1,1,31
6182,14,1,25
6183,26,0,8
6184,12,1,34
6185,26,0,43
6186,26,0,3
6187,4,1,42
6188,14,1,5
6189,3,1,19
6190,15,1,2
6191,11,1,2
6192,26,0,30
6193,8,1,2
6194,15,1,42
6195,26,0,3
6196,8,1,11
6197,25,1,27
6198,26,0,6
6199,17,1,11
6200,26,0,16
6201,7,1,11
6202,3,1,17
6203,4,1,6
6204,9,1,20
6205,12,1,8
6206,6,1,9
6207,0,1,12
6208,9,1,4
6209,1,1,21
6210,26,0,26
6211,26,0,5
6212,26,0,20
6213,21,1,27
6214,26,0,5
6215,18,1,1
6216,19,1,4235
6217,3,1,8
6218,9,1,20
6219,11,1,12
6220,13,1,3
6221,8,1,14
6222,5,1,7
6223,9,1,5
6224,13,1,14
6225,8,1,6
6226,9,1,17
6227,26,0,0
6228,12,1,30
6229,9,1,17
6230,24,1,21
6231,5,1,4
6232,22,1,2
6233,0,1,13
6234,9,1,12
6235,16,1,1
6236,16,1,24
6237,1,1,42
6238,13,1,42
6239,26,0,3
6240,11,1,15
6241,1,1,32
6242,13,1,16
6243,19,1,22
6244,16,1,12
6245,17,1,27
6246,12,1,10
6247,6,1,9
6248,21,1,41
6249,23,1,8
6250,10,1,3
6251,9,1,36
6252,26,0,9
6253,26,0,20
6254,8,1,22
6255,19,1,8
6256,13,1,16
6257,1,1,39
6258,10,1,15
6259,11,1,33
6260,17,1,3
6261,19,1,1
6262,26,0,15
6263,3,1,6384
6264,1,1,21
6265,20,1,20
6266,26,0,5
6267,26,0,19
6268,24,1,44
6269,12,1,1
6270,12,1,7
6271,26,0,16
6272,14,1,11
6273,4,1,6
6274,19,1,0
6275,13,1,40
6276,13,1,19
6277,26,0,4
6278,26,0,10
6279,1,1,36
6280,19,1,34
6281,8,1,30
6282,12,1,3
6283,5,1,12
6284,26,0,12
6285,12,1,0
6286,14,1,18
6287,14,1,35
6288,0,1,11
6289,18,1,10
6290,26,0,34
6291,16,1,13
6292,19,1,17
6293,19,1,45
6294,17,1,5
